resources.tasks,Export,CreateFunctionSpace,LoadMesh
1,0.0224868204,0.014983346400000003,0.0650342199
4,0.05041349269999999,0.020413336799999997,0.1573991785
24,0.1888665098,0.005200592899999999,0.3330681009
96,0.6791327478,0.0046366242,0.9569555901
